Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial_ cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
Sop699_ph2b,549200,147300,Reservoir,SES-RES-ESU-0020,WRZ19B,SES,ESU,2017,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,14.52,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,9073.97,NULL,0,NULL,0.58,NULL,,NULL,1,,,,Raising of Bough Beech reservoir
Sop1007_ph2b,548800,147300,Water treatment works,SES-WTW-ESU-0015,WRZ19B,SES,ESU,2020,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,14.52,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1043.12,NULL,0,NULL,0.58,NULL,,NULL,1,,,,Increase Bough Beech WTW capacity from 50Ml/d to 70Ml/d - Items 1
Sop1008_ph2b,524700,164100,Water treatment works,SES-WTW-SUT-0140,WRZ19A,SES,SUT,2018,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,25.23,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,574.97,NULL,0,NULL,1.29,NULL,,NULL,1,,,,UV treatment for Source 6
Sop1125_ph2b,514990,203196,Aquifer storage and recovery,VWC-ASR-VW2-0611,WRZ32,VW,VW2,2025,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,11.52,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,472.04,NULL,8.66,NULL,0.07,NULL,,NULL,1,,,,"VWC-ASR-VW2-611 : Ruislip, Northwood & Poorsfield Artificial Recharge"
Sop1127_ph2b,513758,186410,Aquifer storage and recovery,VWC-ASR-VW4-0174,WRZ34,VW,VW4,2025,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,21.94,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,629.82,NULL,16.77,NULL,0.14,NULL,,NULL,1,,,,VWC-ASR-VW4-174 : Egham ASR
Sop1128_ph2b,552507,220191,Aquifer storage and recovery,VWC-ASR-VW5-0877,WRZ35,VW,VW5,2019,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,12.74,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,950.74,NULL,52.85,NULL,0.43,NULL,,NULL,1,,,,"VWC-ASR-VW5-877 : Essex Confined Chalk Aquifer, with Artificial Recharge and Storage (Combined revision of Options 50, 191, 328 and 341)"
Sop928_ph2b,527400,221100,Effluent reuse,VWC-EFF-VW3-0180,WRZ33,VW,VW3,2022,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,97.3,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,371.83,NULL,73.94,NULL,0.4,NULL,,NULL,1,,,,VWC-EFF-VW3-133 : Stevenage STW 
Sop1130_ph2b,499496,199465,Existing groundwater,VWC-EGW-VW1-0070,WRZ31,VW,VW1,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,12.53,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1.39,NULL,2.06,NULL,0.06,NULL,,NULL,1,,,,VWC-EGW-VW1-70 : Little Gaddesden Source Optimisation
Sop1132_ph2b,499496,199465,Existing groundwater,VWC-EGW-VW1-0884,WRZ31,VW,VW1,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,1.98,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,275.18,NULL,1.66,NULL,0.01,NULL,,NULL,1,,,,VWC-EGW-VW1-884 : Hunton Bridge source - add borehole to achieve full licence capacity
Sop1133_ph2b,514990,203196,Existing groundwater,VWC-EGW-VW2-0090,WRZ32,VW,VW2,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,15.11,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,3054.37,NULL,0.89,NULL,0.05,NULL,,NULL,1,,,,VWC-EGW-VW2-090 : Stonecross Source Optimisation
Sop1134_ph2b,514990,203196,Existing groundwater,VWC-EGW-VW2-0601,WRZ32,VW,VW2,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,12.19,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,74.87,NULL,52.74,NULL,1.85,NULL,,NULL,1,,,,VWC-EGW-VW2-601 : The Grove Peak Water Scheme
Sop1137_ph2b,523211,222746,Existing groundwater,VWC-EGW-VW3-0100,WRZ33,VW,VW3,2019,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,6,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,805.18,NULL,3.44,NULL,0.05,NULL,,NULL,1,,,,VWC-EGW-VW3-0100 : Eagle Tavern Source Optimisation
Sop929_ph2b,506439,221507,Existing groundwater,VWC-EGW-VW3-0260,WRZ33,VW,VW3,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,3.72,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1142.27,NULL,14.12,NULL,0.19,NULL,,NULL,1,,,,VWC-NGW-VW3-511 : Runleywood (Greensand) - peak licence
Sop926_ph2b,532598,212919,Existing groundwater,VWC-EGW-VW3-0390,WRZ33,VW,VW3,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,3.39,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,546.55,NULL,9.17,NULL,0.38,NULL,,NULL,1,,,,VWC-NGW-VW3-548 : Hartham borehole replacement for PORT 
Sop1140_ph2b,523211,222746,Existing groundwater,VWC-EGW-VW3-0502,WRZ33,VW,VW3,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,16.89,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,4197.51,NULL,8.37,NULL,0.92,NULL,,NULL,1,,,,VWC-EGW-VW3-502 : Musley Lane Peak Licence Scheme
Sop1129_ph2b,513758,186410,Existing groundwater,VWC-EGW-VW-0883,WRZ34,VW,VW4,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,4.6,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,156.65,NULL,27.45,NULL,0.75,NULL,,NULL,1,,,,VWC-EGW-VW-883 : Purchase of Private Water Supplies in or adjacent to VWC or VWSE areas
Sop1142_ph2b,541984,216586,Existing groundwater,VWC-EGW-VW5-0104,WRZ35,VW,VW5,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,3.93,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,204.08,NULL,19.88,NULL,0.21,NULL,,NULL,1,,,,VWC-EGW-VW5-104 : Hadham Mill Source Optimisation
Sop949_ph2b,551019,224971,Existing groundwater,VWC-EGW-VW5-0300,WRZ35,VW,VW5,2016,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,0,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,268.73,NULL,5,NULL,0.06,NULL,,NULL,1,,,,VWC-EGW-VW5-169 : Stanstead - licence 
Sop1143_ph2b,552507,220191,Existing groundwater,VWC-EGW-VW5-0340,WRZ35,VW,VW5,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,6.72,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,23.03,NULL,0.37,NULL,,NULL,1,,,,VWC-EGW-VW5-160 : Hempstead Source Optimisation
Sop1145_ph2b,552507,220191,Existing groundwater,VWC-EGW-VW5-0882,WRZ35,VW,VW5,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,7.09,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1244.05,NULL,13.34,NULL,0.33,NULL,,NULL,1,,,,VWS-EGW-VW5-882 : Wenden Upgrade
Sop1146_ph2b,500875,163677,Existing groundwater,VWC-EGW-VW6-0173,WRZ36,VW,VW6,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,2.28,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,,NULL,1,,,,VWC-EGW-VW6-173 : Clandon Source Optimisation
Sop1147_ph2b,516078.9,184350,Existing groundwater,VWC-EGW-VW6-0360,WRZ36,VW,VW6,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,3.31,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,491.42,NULL,2.46,NULL,0.11,NULL,,NULL,1,,,,VWC-EGW-VW6-005 : Horseley Source Recommissioning
Sop1148_ph2b,500875,163677,existing surface water,VWC-ESW-VW6-801,WRZ36,VW,VW6,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,1.9,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,2153.47,NULL,22.82,NULL,0.06,NULL,,NULL,1,,,,VWC-ESW-VW6-801 : Surface Water Treatment (Slow Sand Filtration)
Sop934_ph2b,509800,224660,New groundwater,VWC-NGW-VW3-0310,WRZ33,VW,VW3,2025,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,2.56,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1181.84,NULL,85.77,NULL,1.17,NULL,,NULL,1,,,,VWC-NGW-VW3-114 : Luton Groundwater 
Sop1149_ph2b,532457,212827,New groundwater,VWC-NGW-VW3-0503,WRZ33,VW,VW3,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,12.55,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,4240.32,NULL,21.72,NULL,1.19,NULL,,NULL,1,,,,VWC-NGW-VW3-503 : Northaw New Licence
Sop1150_ph2b,532457,212827,Inter-company transfer,VWC-NGW-VW3-868,WRZ33,VW,VW3,2022,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,0.83,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1101.6,NULL,0.39,NULL,0.02,NULL,,NULL,1,,,,VWC-NGW-VW3-868 : McMullens bulk supply
Sop1151_ph2b,513758,186410,New groundwater,VWC-NGW-VW4-0412,WRZ34,VW,VW4,2019,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,83.94,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1209.49,NULL,11.88,NULL,0.49,NULL,,NULL,1,,,,VWC-NGW-VW4-412 : Hillingdon Hospital boreholes
Sop938_ph2b,497800,380100,Inter-company transfer,VWC-NGW-VW4-422,WRZ34,VW,VW4,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,40,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,12204.9,NULL,62.08,NULL,0.17,NULL,,NULL,1,,,,VWC-NGW-VW4-422 : Slough GSK Horlicks Factory borehole excess supply
Sop940_ph2b,497800,380100,Inter-company transfer,VWC-NGW-VW4-624,WRZ34,VW,VW4,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,12.37,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,5546.06,NULL,13.55,NULL,0.25,NULL,,NULL,1,,,,VWC-NGW-VW4-624 : Canals & Rivers Trust - Slough Arm borehole
Sop1171_ph2b,513758,186410,Inter-company transfer,VWC-NGW-VW4-840,WRZ34,VW,VW4,2022,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,4.68,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,11869.45,NULL,53.96,NULL,0.15,NULL,,NULL,1,,,,VWC-NGW-VW4-840 : GSK (Uxbridge)
Sop943_ph2b,527340,209786,New groundwater,VWC-NGW-VW5-0170,WRZ35,VW,VW5,2022,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,35.19,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,8994.95,NULL,291.27,NULL,1.6,NULL,,NULL,1,,,,VWC-NGW-VW5-342 : Essex Confined Aquifer - No Storage
Sop1153_ph2b,552507,220191,New groundwater,VWC-NGW-VW5-0513,WRZ35,VW,VW5,2019,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,6.83,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,931.97,NULL,3.55,NULL,0.06,NULL,,NULL,1,,,,VWC-NGW-VW5-513 : Stebbing Licence Scheme
Sop1154_ph2b,499496,199465,Reservoir,VWC-RES-VW1-0815,WRZ31,VW,VW1,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,13,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,12685.1,NULL,47.7,NULL,0.37,NULL,,NULL,1,,,,VWC-RES-VW1-815 : Edelsborough Reservoir
Sop1155_ph2b,513758,186410,Reservoir,VWC-RES-VW4-0832,WRZ34,VW,VW4,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,3.6,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,28543.13,NULL,70.82,NULL,0.1,NULL,,NULL,1,,,,VWC-RES-VW4-832 : Brent Reservoir
Sop1156_ph2b,552507,220191,Reservoir,VWC-RES-VW5-0809,WRZ35,VW,VW5,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,7.46,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,18172.36,NULL,89.72,NULL,0.29,NULL,,NULL,1,,,,VWC-RES-VW5-809 : Birds Green Reservoir
Sop1157_ph2b,552507,220191,Reservoir,VWC-RES-VW5-0810,WRZ35,VW,VW5,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,17.52,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,9362.74,NULL,28.34,NULL,0.45,NULL,,NULL,1,,,,VWC-RES-VW5-810 : Church End Reservoir
Sop1158_ph2b,500875,163677,Reservoir,VWC-RES-VW6-0829,WRZ36,VW,VW6,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,8.09,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,23703.08,NULL,68.48,NULL,0.33,NULL,,NULL,1,,,,VWC-RES-VW6-829 : West End Reservoir
Sop1172_ph2b,514990,203196,Network improvements,VWC-RNC-VW2-622,WRZ32,VW,VW2,2022,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,14.33,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,25287.33,NULL,238.5,NULL,0.23,NULL,,NULL,1,,,,VWC-RNC-VW2-622 : Hilfield Park Dual Pump Option
Sop1159_ph2b,552507,220191,Inter-company transfer,VWC-RTR-VW5-161,WRZ35,VW,VW5,2022,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,43.97,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1521.25,NULL,0.19,NULL,0,NULL,,NULL,1,,,,VWC-RTR-VW5-161 : Lowersfield Bulk Import Increase
Sop1160_ph2b,618717,138632,Aquifer storage and recovery,VWS-ASR-VWS-0397,WRZ18,VW,VWS,2025,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,17.17,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,308.1,NULL,15.54,NULL,0.13,NULL,,NULL,1,,,,VWS-ASR-VWSE-307 : Aquifer Storage and Recharge
Sop951_ph2b,613500,133300,Desalination,VWS-DES-VWS-0020,WRZ18,VW,VWS,2019,NULL,25,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,44.79,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,2133.65,NULL,472.19,NULL,2.59,NULL,,NULL,1,,,,VWS-DES-VWS-008 : Hythe Beach Wells RO Desal (brackish water)
Sop952_ph2b,611600,130800,Desalination,VWS-DES-VWS-0030,WRZ18,VW,VWS,2019,NULL,25,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,66.32,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,1948.33,NULL,593.83,NULL,3.25,NULL,,NULL,1,,,,VWS-DES-VWS-309 : Full Desalination Scheme
Sop954_ph2b,622716,139600,Effluent reuse,VWS-EFF-VWS-0060,WRZ18,VW,VWS,2020,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,54.9,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,10068.34,NULL,476.53,NULL,2.61,NULL,,NULL,1,,,,VWS-EFF-VWS-294 : BROB  Effluent Reclamation
Sop955_ph2b,613500,133500,Effluent reuse,VWS-EFF-VWS-0070,WRZ18,VW,VWS,2020,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,42.5,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,2698.01,NULL,267.27,NULL,1.46,NULL,,NULL,1,,,,VWS-EFF-VWS-605 : HYWW Effluent Reuse Scheme
Sop957_ph2b,622716,139600,Existing groundwater,VWS-EGW-VWS-0050,WRZ18,VW,VWS,2016,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,0,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,,NULL,1,,,,VWS-EGW-VWS-629 : Lye Oak (SLYE) licence recovery 
Sop933_ph2b,520000,223000,Inter-company transfer,VWS-NGW-VW3-134,WRZ33,VW,VW3,2019,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,40,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,4474.82,NULL,39.93,NULL,0.27,NULL,,NULL,1,,,,VWS-NGW-VW3-134 : Vauxhall Groundwater
Sop1162_ph2b,618717,138632,Reservoir,VWS-RES-VWS-0834,WRZ18,VW,VWS,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,9.16,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,15501.56,NULL,76.12,NULL,0.32,NULL,,NULL,1,,,,VWS-RES-VWS-834 : Wooton Reservoir
Sop1163_ph2b,618717,138632,Reservoir,VWS-RES-VWS-0838,WRZ18,VW,VWS,2023,NULL,80,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,14.75,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,9786.1,NULL,42.92,NULL,0.45,NULL,,NULL,1,,,,VWS-RES-VWS-838 : Sellinge Reservoir
Sop958_ph2b,619440,144227,Network improvements,VWS-RNC-VWS-627,WRZ18,VW,VWS,2016,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,18,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,616.63,NULL,48.71,NULL,0.95,NULL,,NULL,1,,,,VWS-RNC-VWS-627 : World's Wonder Network Improvement
Sop1180_ph2b,616134.5,143315,Network improvements,VWS-RNC-VWS-900,WRZ18,VW,VWS,2016,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,0.53,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,65.2,NULL,11.43,NULL,0.24,NULL,,NULL,1,,,,VWS-RNC-VWS-900 : Dover Constraint Removal
Sop3000_ph2b,552507,220191,Inter-company transfer,VWC-RTR-VW5-T03,WRZ35,VW,VW5,2017,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,6.03,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,,NULL,1,,,,VWC-RTR-VW5-T03 : Lowerfields supply -3rd dry winter
Sop3001_ph2b,618717,138632,Network improvements,VWS-RNC-VWS-626,WRZ18,VW,VWS,2016,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,2.54,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,0,NULL,0,NULL,,NULL,1,,,,VWS-RNC-VWS-626 : Broom network improvement
Sop1010_ph2b,554000,108000,Conjunctive use,SEW-CON-RZ3-7010,WRZ14,SEW,RZ3,2021,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,5.88,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,691.1,NULL,0,NULL,,NULL,1,,,,Conjunctive Use Schemes - Eastbourne Chalk 
Sop1011_ph2b,632900,162700,Conjunctive use,SEW-CON-RZ8-7120,WRZ17,SEW,RZ8,2021,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,7.79,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,0,NULL,1036.6,NULL,0,NULL,,NULL,1,,,,Conjunctive Use of Surface Water & Groundwater -River Stour
Sop706_ph2b,545300,100500,Desalination,SEW-DES-RZ2-4050,WRZ13,SEW,RZ2,2023,NULL,25,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,59.48,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,5164.6,NULL,15778.6,NULL,0,NULL,,NULL,1,,,,Desalination at Newhaven  10 Ml/d output (RZ2) - Mid Sussex
Sop1012_ph2b,576600,108800,Desalination,SEW-DES-RZ3-4070,WRZ14,SEW,RZ3,2023,NULL,25,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,58.21,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,5164.6,NULL,15446.2,NULL,0,NULL,,NULL,1,,,,Desalination coupled to biomass-fuelled power plant
Sop748_ph2b,622900,169200,Desalination,SEW-DES-RZ8-4010,WRZ17,SEW,RZ8,2023,NULL,25,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,27.09,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,11488.1,NULL,5740.3,NULL,0,NULL,,NULL,1,,,,Reculver RO Desalination of brackish groundwater
Sop1013_ph2b,545100,100700,Effluent reuse,SEW-EFF-RZ2-3050,WRZ13,SEW,RZ2,2023,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,44.65,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,3913.3,NULL,7708,NULL,0,NULL,,NULL,1,,,,Effluent reuse to River Ouse: source -  Newhaven
Sop1014_ph2b,541700,101600,Effluent reuse,SEW-EFF-RZ2-3070,WRZ13,SEW,RZ2,2023,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,54.86,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0.592438356,NULL,Array_Node_OneOff_Cost.csv,NULL,22910.7,NULL,18423.6,NULL,0,NULL,,NULL,1,,,,Effluent reuse to River Ouse: source '  Peacehaven
Sop1015_ph2b,577300,109500,Effluent reuse,SEW-EFF-RZ3-3090,WRZ14,SEW,RZ3,2023,NULL,60,Array_Node_DO.csv,NULL,NULL,,,,Array_Node_Financial_Cost.csv,NULL,56.28,NULL,Array_Node_EnvSoc_Cost.csv,NULL,0,NULL,Array_Node_OneOff_Cost.csv,NULL,6731,NULL,11334.2,NULL,0,NULL,,NULL,1,,,,Effluent reuse to Wallers Haven: source -  Bexhill
